RECIPE_ID,COOKING_NO,COOKING_DC
394,3,"홍고추, 청고추는 잘게 썰어놓는다."
394,4,"그릇에 물 3큰술, 식초 4큰술, 참기름 1작은술, 간장 1작은술, 소금 약간, 설탕 2큰술, 꿀 2큰술, 홍고추, 청고추를 넣고 잘 섞어 소스를 만든다."
394,5,오이와 레몬은 편으로 얇게 썰어놓는다.
394,6,④의 소스에 찢어놓은 닭가슴살과 해파리를 묻힌 후 접시에 오이를 깔고 그 위에 담아낸다.
395,1,어묵은 적당한 크기로 썬 다음 끓는물에 살짝 데쳐낸다.
395,2,"마늘은 다지고 김치, 채소는 한입 크기로 썰어놓는다."
395,3,"냄비에 기름을 두르고 약불에서 마늘을 볶다가 식용유 1큰술, 고춧가루 1/2큰술을 넣어 타지 않게 볶아준다."
395,4,"③에 데친 어묵, 김치, 채소들을 넣어 볶아주다가 간장 1/4큰술, 설탕 1/2큰술, 참기름 약간, 깨소금 약간 등을 넣어 양념을 한다."
395,5,④가 다 볶아지면 한김 식힌 후 그릇에 담아낸다.
396,1,"오징어는 내장을 빼고 껍질을 벗겨서 칼집을 낸다. (어슷하게, 촘촘하게)"
396,2,"두부는 사방 3cm 크기로 도툼하게 썰고 호박은 반달 모양으로 썬다. 양파는 굵게 채썬다. 대파, 홍고추, 청고추는 어슷하게 썬다."
396,3,모시조개는 소금물에 담가 해감을 토하게 한 후 끓는 물 3컵에 소금을 약간 넣고 데쳐서 조개는 건지고 국물은 맑게 걸러낸다.
396,4,"고춧가루에 다진 마늘과 다진 파, 간장, 소금, 후춧가루, 맛술을 넣고 조갯국물을 약간 부어 잘 섞어 양념을 만든다."
396,5,"냄비에 김치를 넣어 볶다가 조갯국물을 부어서 끓이다가 미리 만들어둔 양념을 풀고 두부, 호박을 넣고 끓인 후 모시조개, 오징어, 대파, 홍고추, 청고추를 넣고 마무리한다."
397,1,떡은 미지근한 물에 살짝 불려놓는다.
397,2,"브로콜리는 뜨거운 물에 식초, 소금을 약간 넣고 살짝 데쳐 찬물에 식힌다."
397,3,쇠고기는 곱게 다져서 준비한 후 기본 양념을 하여 준비한다.
397,4,"프라이팬에 참기름을 두르고 쇠고기, 마늘을 볶다가 고추장 2큰술, 고춧가루 1/2작은술, 설탕 1큰술, 간장 1/2큰술, 후춧가루 약간, 깨소금 약간, 물 1/2컵을 넣고 소스를 만든다."
397,5,①의 살짝 불린 떡과 브로콜리를 꼬치에 끼워 ④의 양념한 소스를 발라가며 타지 않게 구워낸다.
397,6,마지막에 깨소금을 뿌려준다.
398,1,냉동된 훈제연어를 자연해동 시킨다.
398,2,바게트빵은 기름 없는 후라이팬에 살짝 토스트한다.
398,3,②의 바게트 빵 위에 머스터드를 살짝 바르고 상추 등을 깔아 훈제연어를 보기 좋게 올려놓는다.
398,4,바게트 빵 위에 땅콩버터를 바르고 상추 등을 깔아 훈제연어를 보기 좋게 올려놓는다.
398,5,"오픈샌드위치에 체리알, 사워크림으로 장식한다"
399,1,김치는 속을 털어내고 4cm 길이 정도로 썬다.
399,2,참치는 체에 밭쳐 기름기를 제거한다.
399,3,"양파, 대파, 홍고추, 청고추는 적당하게 어슷썬다."
399,4,두부는 0.5cm 두께로 져며낸다.
399,5,"냄비에 참기름을 두르고 김치, 양파를 볶다가 물을 넣는다."
399,6,⑤가 한소끔 끓으면 참치를 넣어준다.
400,1,"오징어는 배를 갈라 내장과 다리를 떼어낸 뒤, 겉면의 껍질을 위에서 아래로 벗긴다. 미끌거려서 잘 벗길 수 없으면 굵은 소금을 뿌리거나 종이 타월로 껍질을 붙잡고 벗기면 손쉽다."
400,2,"오징어를 깨끗이 씻은 뒤, 안쪽에 사선으로 교차되게 칼집을 촘촘히 넣은 후 폭 1cm, 길이 4cm 크기의 길쭉한 네모로 썬다."
400,3,"양파, 양배추, 당근은 굵게 채썰고 청고추, 홍고추는 어슷썰어 씨를 털어낸다."
400,4,"볼에 손질한 오징어와 채소를 담은 뒤, 매운 볶음 양념장을 넣어 간이 고루 배도록 주물러 10분 정도 재운다."
400,5,"팬을 달구어 기름을 두른 뒤, 양념한 오징어와 채소를 한꺼번에 넣어 센불에서 재빨리 볶는다."
400,6,"오징어가 솔방울 모양으로 오그라들면서 익으면 꺼낸 뒤, 그릇에 담고 통깨를 넉넉히 뿌린다."
401,1,"양파, 홍고추, 청고추는 얇게 채를 썰어 준비한다."
401,2,"돼지고기는 얇게 채를 썰어 마늘, 생강, 굴소스, 깨소금을 넣고 양념해둔다."
401,3,부추는 4cm 길이로 썰어 준비한다.
401,4,재료가 준비되면 프라이팬에 기름을 두르고 양념한 돼지고기를 볶는다.
401,5,"돼지고기를 볶다가 양파, 고추를 넣고 소금을 뿌려 간을 한다."
401,6,채소가 어느 정도 숨이 죽으면 준비한 부추를 넣어 살짝 볶은 후 참기름 한방울을 넣어 마무리한다.
402,1,"쇠고기는 사태로 준비하여 찬물에 담가 핏물을 뺀 후 냄비에 대파, 마늘 등을 넣어 푹 삶는다."
402,2,계란은 완숙으로 익힌 후 식으면 껍질을 벗겨 놓는다.
402,3,"꽃상추, 치커리, 파프리카, 깻잎 등은 굵게 채썰어 찬물에 담가 싱싱하게 준비한다."
402,4,"고추장1큰술, 간장 1/2큰술, 식초 1큰술, 설탕 1큰술, 깨소금 약간, 간양파 1큰술, 후춧가루 약간, 다진 마늘, 갠겨자 1/2큰술을 섞어 양념장을 만든다."
402,5,라면은 꼬들하게 삶아서 찬물에 비벼 씻은 후 체에 건져 물기를 뺀다.
402,6,접시에 준비해 놓은 채소와 고기 등을 보기 좋게 담는다.
403,1,"밀가루에 소금, 치자, 계란을 넣고 반죽한다."
403,2,"다진 소고기에 다진 마늘, 양파, 피망 등을 섞는다."
403,3,"②를 프라이팬에 볶으면서 케첩, 머스터드, 소금, 후춧가루로 양념한다."
403,4,반죽한 밀가루를 8cm 정도의 원형으로 만들어 국자에 담아 모양을 만들어 바삭하게 튀겨낸다.
403,5,튀긴 반죽과 ③을 먹음직스럽게 담아 마무리 한다.
404,1,"찬물에 다시마를 넣고 잠시 끓이다가 불을 끄고 가쓰오브시를 넣고 10분 후에 걸러 약간의 간장, 소금으로 간을 맞춘다."
404,2,새우는 내장을 제거하고 맛조개는 소금물에 해감시키고 낙지 또는 오징어를 손질하여 소금물에 한번 씻어준다.
404,3,당근은 꽃모양으로 자르고 살짝 데친 곤약은 한번 꼬아주고 미나리는 5cm 길이로 썰고 표고버섯은 굵지 않게 채썬다.
404,4,"팽이버섯은 홍고추의 링 안에 꽂아 모양을 만들고 끓는 물에 새우, 맛조개, 낙지 등을 살짝 데친 후 바로 찬물에 담가 식힌다."
404,5,접시에 채소와 해물을 보기 좋게 담고 소스를 만들어 준비한다.
405,1,간장을 비롯한 분량의 부재료를 넣고 끓여서 식힌다.
405,2,손질한 꽃게를 그릇에 담고 간장으로 만든 양념을 부어 무거운 것으로 눌러 놓는다.
405,3,"3~4일 후 간장양념을 따라내 다시 끓이는데, 이때 물 1/2컵을 같이 넣어 끓인 후 식힌다."
405,4,"꽃게는 아래, 위로 바꾸어 담은 다음 다시 끓여 식힌 간장양념을 부어 무거운 것으로 눌러놓는다."
405,5,양념에 담았던 꽃게의 게딱지를 떼내고 모래주머니와 수염을 뗀다.
405,6,게딱지의 장은 한 곳으로 모으고 몸통은 2~4등분으로 자른다.
406,1,녹두는 깨끗이 씻어 일어 건진 다음 물을 붓고 푹 삶아 체에 걸러 놓는다.
406,2,쌀은 깨끗이 씻어 물에 불려 건져 놓는다.
406,3,냄비에 녹두의 윗 물만 덜어 내어 붓고 쌀을 끓여 쌀알이 어느 정도 퍼지게 되면 녹두 앙금을 넣어 섞으면서 다시 한 번 끓인다. 녹두 앙금은 나중에 넣어 끓인다.
406,4,"쌀알이 잘 퍼지면 그릇에 담아 대추채를 고명으로 띄워내고, 기호에 따라 소금이나 설탕을 넣어서 먹는다."
407,1,돼지고기를 불고기감으로 얇게 썬 다음 먹기 좋도록 썬다.
407,2,손질한 돼지고기를 30분 정도 망에 담아 미림으로 냄새를 뺀다.
407,3,분량대로 양념을 섞어 기본 양념장을 만들어준다.
407,4,일단 양념장을 조금씩 나누어 고기 앞 뒤로 골고루 묻힌 다음 조물조물 무친다.
407,5,팬을 달군 다음 식용유를 두른다. 팬에 어느정도 달구어 지면 고기를 맛있게 볶는다.
408,1,단호박을 잘 씻어서 반으로 자른다.
408,2,안의 씨와 실 같은것을 다 긁어낸다.
408,3,②의 단호박을 적당한 크기로 썬다.
408,4,오븐그릇에 물을 깔고 껍질쪽이 위로 가도록 엎어놓고 180℃의 오븐에 40분 간 굽는다.
408,5,"④를 꺼내서 뒤집어 황설탕 1큰술, 버터 약간, 소금 약간, 후춧가루도 약간 패인곳에 넣어서 10분 정도 굽는다."
409,1,"모든 재료는 납작하게 편썰고, 마른 고추는 씨를 털어내고 어슷하게 썰고 마늘은 얇게 저미고 대파는 줄기만 준비해 반으로 자른다."
409,2,표고버섯은 포 뜨듯이 넓적하게 저며 썰고 피망은 버섯과 비슷한 크기로 썰고 양파는 얄팍하게 썬다.
409,3,"한입 크기로 썬 닭고기에 간장, 파, 생강즙, 소금을 조금 넣고 주물러 20분 정도 재워둔 후 계란을 1/2개 정도 풀어 넣고 녹말가루 3큰술, 튀김가루 1큰술을 넣어 반죽한다."
409,4,고기를 한 움큼씩 잡고 충분히 열이 오른 튀김 기름에 한 두개씩 떨어뜨려 노릇하게 두번 튀긴다.
409,5,"뜨겁게 달군 프라이팬에 식용유와 고춧기름을 두르고 마른 고추, 생강, 파, 마늘을 볶고 마른 고추가 약간 거무스름한 색깔이 날 때까지 볶아 기름에 매콤한 맛이 배도록 라조기의 맛과 향을 살린다."
409,6,"매운 맛이 나면 먼저 간장과 술로 양념하고 표고버섯, 양파, 피망의 순서로 넣고 볶는다.(항상 맛이 들어야 하는 버섯을 먼저 넣고 푸른 채소는 마지막에 넣도록 한다)"
410,1,만두피를 준비한다.
410,2,양파는 깨끗이 손질하여 얇게 썰어 놓는다.
410,3,"냄비에 설탕, 물, 계핏가루를 넣고 끓으면 썰어 놓은 양파를 넣고 조린다."
410,4,만두피를 한장 놓고 가장자리에 물을 바른 다음 가운데 ③을 소복히 놓고 만두피를 마주 덮어 꼭꼭 붙여 포크로 가장자리를 다시 눌러준다.
410,5,식용유가 160℃로 끓여지면 ④를 넣어 노릇하게 튀긴다.
411,1,"냄비에 물 5컵을 붓고 닭고기, 마늘, 파, 생강을 넣어서 40분정도 삶는다."
411,2,"닭고기가 익으면 체에 면보를 깔고 국물을 걸러 기름기를 제거한 다음 국간장, 소금, 후춧가루로 간한다."
411,3,①의 닭살을 찢어서 준비한다.
411,4,밀가루에 소금을 약간 넣고 물을 부어 반죽을 한다.
411,5,미역은 물에 불려 깨끗이 손질한 다음 물기를 빼고 2~3번 자른다.
411,6,걸러둔 닭국물을 끓이다가 미역을 넣고 국간장으로 간을 맞춘 다음 양념한 닭고기를 넣고 끓으면 밀가루 반죽을 떼어내 넣고 끓인다. 수제비가 위로 뜨면서 끓어 오르면 불을 끈다.
412,1,토막 낸 생대구를 깨끗한 물에 한번 씻은 후 체에 밭쳐 물기를 뺀다.
412,2,"마늘은 다지고 대파, 홍고추, 청고추는 어슷하게 썰고 두부는 적당한 크기로 썰어 준비한다."
412,3,냄비에 물 3컵을 담아 다시마를 넣고 살짝 한번 끓인 후 가쓰오브시를 넣어 10분 후에 걸른 후 국물을 우려낸다.
412,4,③의 국물이 끓어오르기 시작하면 ①의 손질한 대구를 넣어 한소끔 끓인 후 소금으로 간을 맞춘다.
412,5,"대구의 시원한 맛이 어느정도 우러나오면 두부, 마늘, 홍고추, 청고추, 팽이버섯, 미나리 등을 넣어 마무리 한다."
413,1,손질한 채소는 깨끗이 씻어 곱게 다져 준비한다.
413,2,브로콜리는 소금물에 넣고 데친 후 찬물에 식힌다.
413,3,베이컨으로 말아놓은 ⑤개의 브로콜리를 작은 꼬치로 고정시킨다.
413,4,팬에 기름을 두르고 노릇노릇 지진다.
413,5,브로콜리베이컨말이에 케첩이나 머스타드를 뿌려 먹는다.
414,1,"쇠고기는 불고기용으로 손질하여 간장, 맛술, 설탕, 참기름, 깨소금, 다진 파, 다진 마늘로 양념하여 준비한다."
414,2,"양파, 대파, 표고버섯은 채썰어 준비한다."
414,3,"기름두른 팬에 양념한 쇠고기를 볶다가 양파, 대파, 표고버섯을 같이 볶아준다."
414,4,"프라이팬에 밥을 넣고 소금, 깨소금, 참기름을 약간 넣고 볶아준다."
414,5,접시에 밥과 볶은 불고기를 함께 낸다.
415,1,고등어는 싱싱한것을 골라서 머리를 자르고 내장을 빼낸다음 포를 뜬후 살만 먹기 좋은 크기로 썰어둔다.
415,2,"양파, 홍/청피망은 채를 썬다."
415,3,"마늘은 곱게 다지고, 실파는 5cm 길이로 준비한다."
415,4,"먹기 좋은 크기로 썰어둔 고등어에 맛술, 후추가루, 생강즙을 넣어 밑간하여 비린맛을 없앤다.(10분정도)"
415,5,4번 고등어에 녹말가루를 묻힌 후 털어낸후 넉넉하게 달군 기름에 바삭하게 지져낸다.
415,6,"팬에 식용유를 두르고 양파, 피망을 볶다가 육수1/2컵, 케첩4큰술, 간장1/2큰술, 설탕11/2큰술을 넣어 나무주걱으로 잘 저어준다."
416,1,굴은 소금물에 씻는다.
416,2,"마늘, 오이, 배는 껍질을 깐다음 편으로 썬다. 청고추, 홍고추는 어슷하게 썰어 씨를 털어내고 실파는 3cm 길이로 썬다."
416,3,TIP을 참고해 양념장을 만들어 굴과 준비해놓은 채소를 섞어 버무린다.
416,4,접시에 배추속대를 놓고 굴무침을 먹음직스럽게 담은 다음 파슬리로 장식한다.
417,1,대구살을 전으로 부치기 쉽도록 포를 뜬다.
417,2,"①의 생선의 물기를 제거한 후 소금, 후춧가루로 밑간 한다."
417,3,쑥갓은 어린잎으로 준비하여 물에 담가둔다.
417,4,"달걀을 흰자, 노른자 잘 섞어 소금으로 약하게 간을 한다."
417,5,적당하게 포를 뜬 대구살에 밀가루-계란 순으로 옷을 입힌 후 후라이팬에 노릇하게 지져낸다.
418,1,연한 6쪽 통마늘을 골라 마른 껍질 2컵 정도를 벗긴 후 뿌리는 잘라내고 줄기부분은 1cm 정도 남기고 자른다.
418,2,깨끗이 씻어 건져 물기를 완전히 뺀다.
418,3,항아리에 마늘을 차곡차곡 담고 마늘이 푹 잠기도록 식초를 부은 후 뚜껑을 꼭 덮어 1주일 정도 시원한 곳에 둔다.
418,4,"냄비에 절임간장, 설탕, 육수를 넣어 끓여 식힌다."
418,5,식초물을 따라 버리고 ④의 간장물을 넣고 뚜껑을 꼭 닫는다.
418,6,3~4일 지난 후 간장물만 따라내어 끓여 식힌 후 다시 붓는다. 두 차례 반복한다.
419,1,북어는 껍질이 없는 것으로 준비한다.
419,2,물에 적셔서 부드럽게 불린 뒤 물기를 꼭 짠다.
419,3,불린 북어를 길이 3~4cm 정도가 되도록 손으로 찢어 북어 양념을 한다.
419,4,냄비에 멸치 다시마 육수로 국물을 우려낸 다음 끓기 시작하면 북어와 깨끗이 씻은 콩나물을 넣어 한소끔 끓인다.
419,5,"④가 충분이 끓어 시원한 국물이 우러나오면 다진 마늘, 송송 썬 고추를 넣고 간을 맞춘다."
419,6,그릇에 밥을 담고 ⑤를 부어 먹음직스럽게 담아낸다.
420,1,어린 봄동을 깨끗이 손질해 먹기 좋게 찢는다.
420,2,영양부추는 이물질을 제거하고 깨끗하게 씻어 적당한 크기로 썬다.
420,3,분량의 양념 재료를 섞어 양념장을 만든다.
420,4,준비한 봄동과 영양부추는 체에 밭쳐 물기를 제거한다.
420,5,양념장에 봄동과 영양부추를 무친다.
421,1,양파는 링이 작은것으로 준비하여 0.5cm 두께로 모양을 살려 썬 다음 겉쪽에 2~3겹을 남기고 속을 빼내어 잘게 다진다.
421,2,두부는 물기를 꼭 짜서 으깬다.
421,3,"다진 쇠고기, 으깬 두부, 다진 파, 마늘 약간, 소금, 참기름, 깨소금 등으로 양파 안에 들어갈 속을 만든다.(속을 빼낸 양파도 같이 다져 넣어준다)"
421,4,①의 안쪽에 밀가루를 뿌린 다음 ③의 속을 밀리지 않게 잘 채워넣는다.
421,5,"채워 넣은 양파는 밀가루, 계란 순으로 묻혀 기름을 두른팬에 노릇하게 지져낸다. 홍고추 등으로 포인트를 주면 좋다."
422,1,"쇠고기, 양파는 다져서 준비한다.(양파는 다진 후 물기를 제거한다)"
422,2,"①의 재료에 불고기 양념(간장 1/2큰술, 설탕 1/4큰술, 참기름, 깨소금, 다진 마늘, 다진 파)을 약하게 하여 고슬고슬하게 볶는다."
422,3,뜨거운 밥을 준비하여 ②의 재료와 깨소금등을 넣어 양념한다.
422,4,상추는 한 입 크기 정도로 손으로 찢어 준비한다.
422,5,밥이 어느정도 식으면 한 입 크기로 찢어놓은 상추에 밥을 동글게 빚어 그 위에 올려놓는다.
422,6,먹기 직전에 고추장을 약간 뿌린다.
423,1,우엉은 껍질 쪽에 특유의 맛과 향이 있으므로 칼등으로 겉 껍질만 살살 긁어 낸다.
423,2,"껍질을 벗긴 우엉은 길이 10cm, 굵기 0.5cm로 썬 다음 끓는 물에 삶아낸다."
423,3,돼지고기는 얇게 포를 뜨듯이 썰어 도마위에 펼쳐놓고 ②를 올려 돌돌 만뒤 풀리지 않게 꼬치로 고정한다.
423,4,"간장 3큰술, 다시물 1/2컵, 고운 고춧가루 1/2큰술, 정종 2큰술, 설탕 2큰술, 생강즙 약간으로 양념장을 만든다."
423,5,냄비에 ③의 우엉말이를 담고 ④의 조림양념을 부어 골고루 섞이도록 뒤적인 다음 약한 불에서 서서히 조린다.
423,6,⑤가 어느정도 조려지면 알맞은 길이로 잘라 담는다.
424,1,쌈다시마를 준비하여 물에 두 번 이상 씻어 소금기를 뺀 뒤 찬물에 담가 충분히 불린다.
424,2,"게맛살, 피망, 파프리카, 오이를 5cm 길이로 잘라 굵게 채썬다."
424,3,오징어는 끓는 물에 데쳐서 체에 밭쳐 물기를 뺀 뒤 채소와 같은 길이로 채썬다.
424,4,쌈다시마는 물기를 없앤 뒤 김발 위에 놓고 ②와 ③을 올려 김밥 말듯이 말아준다.
424,5,먹기 좋게 썰어 접시에 담고 초고추장을 곁들여 낸다.
424,6,초고추장을 준비하여 곁들여 낸다.
425,1,무말랭이는 물에 불려 하룻밤 그대로 둔다.
425,2,"파, 마늘은 다져서 준비한다."
425,3,"간장 1큰술, 고추장 1큰술, 다진 마늘 1큰술, 깨소금 약간, 멸치액젓 1큰술, 고춧가루 1과1/2큰술, 설탕 2큰술로 양념장을 만든다."
425,4,물에 불린 무말랭이의 물기를 꼭 짜고 양념장에 버무린다.
425,5,먹기 직전에 깨소금을 뿌려 낸다.
426,1,쇠고기는 불고기감으로 준비한다.
426,2,낙지는 반으로 갈라 내장을 빼고 먹물주머니를 제거한다. 굵은 소금을 뿌리고 손으로 박박 문질러 씻는다. 거품이 일지 않고 꼬들꼬들해지면 찬물에 헹군다.
426,3,"대파, 호박은 송송 썰어 준비한다."
426,4,당근은 납작하게 썰고 홍고추는 꼭지를 떼고 씨를 털어낸 후 어슷썬다.
426,5,양파는 반을 자른 후 굵게 채썰고 미나리는 적당한 길이로 썰어둔다.
426,6,"준비한 고기양념 재료를 섞어 간장 2큰술, 설탕 1큰술, 다진 파 1큰술, 다진 마늘 1/2큰술, 조미술 1/2큰술, 참기름 1/2큰술, 깨소금 1/2큰술, 후춧가루 약간으로 양념장을 만들어 쇠고기를 양념한다."
427,1,"애호박은 반달썰기를 하고 다진 파, 마늘, 소금, 깨소금으로 양념하여 기름에 볶은 다음 참기름을 넣는다."
427,2,"취나물은 손질하여 등분한 뒤 다진 파, 마늘, 깨소금, 간장을 넣어 무친 다음 팬에 기름을 넉넉히 넣고 부드럽게 볶은 후 참기름을 넣는다."
427,3,"시금치는 다듬어 씻은 후 끓는 물에 살짝 데친 후 등분하여 다진 파, 마늘, 간장, 소금, 깨소금, 참기름을 넣어 양념한다."
427,4,"도라지는 가늘게 찢어 끓는 물에 삶아 기름에 볶으면서 다진 파, 깨소금, 소금, 참기름으로 양념한다."
427,5,"고사리는 다듬어 등분하여 다진 파, 마늘, 간장, 깨소금, 후춧가루, 참기름으로 양념하고 기름에 볶다가 물을 약간 넣어 부드럽게 익힌다."
427,6,상추는 채썰어 찬물에 담가두어 싱싱하게 한다.
428,1,"고등어를 머리, 꼬리와 내장을 제거하고 손질한 후, 포를 떠서 뼈를 발라낸다."
428,2,양념장을 만들어 고등어를 12시간 재운 후 석쇠에 굽는다.
428,3,구울 때 양념장을 발라 가면서 굽는다.
428,4,"센 불에 구우면 생선이 완전히 익지 않으므로 중, 약불에 구워낸다."
429,1,고등어를 깨끗이 손질하여 4~5cm 정도 알맞은 크기로 잘라 놓는다.
429,2,"채소는 4~5cm, 두께 2.5cm 정도로 얇게 썰어 보기 좋게 놓는다."
429,3,"그 위에 생선을 얹고 양념장을 뿌려 중, 약불에 끓인다."
429,4,"끓인 후, 홍고추, 청고추와 팽이버섯으로 고명한다."
430,1,"갈치를 손질한 후, 5cm정도의 크기로 잘라 놓는다."
430,2,준비한 갈치에 소금과 후춧가루를 뿌려 밀가루를 묻혀 굽는다.
430,3,접시에 구운 갈치를 놓고 레몬 한 조작을 곁들여 내면 좋다.
431,1,갈치를 깨끗이 손질하여 알맞은 크기로 잘라 놓는다.
431,2,"채소는 길이 4~5cm, 두께 2.5cm 정도로 얇게 썰어 보기 좋게 놓는다."
431,3,"그 위에 생선을 얹고 양념장을 뿌려 중, 약불에 끓인다."
431,4,"끓인 후, 홍고추와 청고추로 장식한다."
432,1,"새우를 삶은 후, 껍질을 제거하고 포를 떠 놓는다."
432,2,"겨자소스는 겨자, 식초, 설탕을 넣고 잘 섞은 후 소금으로 간하여 만든다."
432,3,나머지 채소는 채를 썰어 접시 위에 가지런히 놓고 그 위에 새우를 얹는다.
432,4,곁들인 겨자소스를 뿌린 뒤 버무려 먹는다.
433,1,"프라이팬에 식용유를 두르고 멸치를 볶다가 간장, 설탕을 넣고 멸치 조림을 만든다."
433,2,밥에 ①의 멸치조림을 넣고 섞는다.
433,3,②의 잘 버무린 밥을 둥글게 만들어 손으로 꼭꼭 누르면서 감싸쥔다.
433,4,③의 동그랗게 만든 밥에 치즈를 감싼다.
434,1,"햄, 양파, 청피망, 홍피망은 가늘게 채썬다."
434,2,"냄비에 버터를 녹이고, 양파와 햄, 청피망, 홍피망을 볶아준 후 밥과 육수를 넣고 끓인다."
434,3,"②의 재료에 우유를 넣어 끓인 후 소금, 후춧가루로 맛을 낸다."
434,4,③에 치즈를 떼어 넣고 다시 끓인다.
434,5,충분히 끓으면 파슬리가루를 위에 솔솔 뿌린다.
435,1,수삼은 잔뿌리를 제거하고 어슷하게 저민다.
435,2,양상추는 한 입 크기로 뜯고 래디쉬는 얇게 썰고 적채는 곱게 채 썰어 치커리와 함께 찬물에 담갔다가 물기를 뺀다.
435,3,분량의 크림치즈와 마요네즈를 섞어 드레싱을 만든다.
435,4,③의 드레싱에 ①과 ②의 재료를 넣고 가볍게 버무린다.
436,1,"청고추, 홍고추는 다지고 양파는 채썰어 준비한다."
436,2,버터에 다진 마늘을 넣고 볶다가 청주를 넣고 완전히 졸인다.
436,3,"②에 닭육수를 넣어서 졸이다가 ①의 청고추, 홍고추, 양파를 넣고 볶고 체에 걸려둔다."
436,4,"프라이팬에 버터를 넣고 우동면을 볶다가 ③의 소스를 넣고 볶아주다가 굴소스, 간장, 맛술을 넣고 버무린다."
436,5,④를 접시에 담고 가니쉬로 생 숙주를 올려서 마무리 한다.
437,1,분량의 쇠고기육수 재료를 넣고 푹 삶아 육수를 만든다.
437,2,육수에 피시소스를 넣고 모자라는 간은 소금으로 맞춰 끓인다.
437,3,숙주는 꼬리를 떼고 다듬어 씻어 건지고 샤브샤브용 쇠고기는 삶은 후 한 입 크기로 썰어둔다.
437,4,대파는 얇게 어슷썰고 고추는 송송 썰어 속씨를 털고 고수는 잘게 뜯는다.
437,5,쌀국수는 끓는 물에 5분 정도 부드럽게 삶아 물기를 빼고 그릇에 담는다.
437,6,쌀국수에 한 입 크기로 자른 고기와 숙주를 얹고 끓여둔 뜨거운 육수를 넉넉히 부어서 송송 썬 고추와 고수를  뿌려 낸다.
438,1,깻잎을 깨끗이 씻어 둔다.
438,2,청고추와 홍고추는 잘게 다져둔다.
438,3,"간장, 물, 조청, 청고추, 홍고추, 들기름으로 조림장을 만든다."
438,4,냄비에 깻잎과 조림장을 켜켜이 쌓고 뚜껑을 덮어 한번 살짝 끓여준다.
439,1,얼갈이와 열무는 씻은 후 5cm 정도로 잘라 소금에 20~30분 정도 절여둔다.
439,2,"미나리, 쪽파는 5cm 정도로 자른다."
439,3,"홍고추, 청고추는 2.5cm 정도로 자른다."
439,4,쌀가루는 물 1컵에 밀가루 2큰술 정도의 농도로 죽을 쑤어놓는다.
439,5,생수나 끓여 식힌 물에 소금을 넣어 소금물(물50 :소금1)을 만든 다음 삶아서 채에 내려놓은 감자와 찹쌀가루 죽을 넣는다.
439,6,"마늘, 생강, 무우, 양파, 배는 믹서해서 소창에 짜 소금물에 넣어준다."
443,1,고구마는 굵게 채로 썰어 찬물에 담가 물기를 뺀다.
443,2,고구마는 140~150℃에서 튀겨낸다.
443,3,호박씨를 팬에 살짝 볶아 굵게 다지거나 반만 갈라 체에 쳐 지저분한 가루를 제거한다.
443,4,"시럽을 젓지말고 끓여 만들어 놓고 튀긴 고구마와 건포도, 호박씨를 넣고 나무주걱으로 잘 버무린다."
443,5,틀에 넣어 모양을 잡은 다음 알맞은 크기로 썬다.
444,1,근대는 물로 깨끗이 씻어 적당한 크기로 자른다.
444,2,"쇠고기는 가늘게 채썰어 된장, 후춧가루에 버무린다."
444,3,냄비에 멸치와 물을 넣고 끓기 시작하면 불을 줄이고 15분 정도 더 끓여 멸치를 건져내고 육수를 준비한다.
444,4,"다른 냄비에 ②의 쇠고기를 넣고 볶다가 육수를 넣고 끓으면 된장, 고추장, 고춧가루를 넣는다."
444,5,"국이 끓으면 근대를 넣고 다진 마늘, 어슷썬 파를 넣고 소금으로 간을 한다."
445,1,"멸치는 내장과 머리를 제거하고 살을 가른 다음 다시마, 표고버섯과 함께 물 3컵을 부어 육수를 끓인다. 육수가 끓으면 멸치와 다시마는 건져내고 표고버섯은 건져서 굵게 채썬다."
445,2,육수에 된장과 고춧가루를 푼다.
445,3,"애호박은 길이로 반 갈라 0.5cm로 썰고, 두부는 3cm x 4cm로 썬다."
445,4,"청고추, 홍고추는 꼭지를 떼고 씨를 털어 어슷썰고, 대파도 같은 크기로 어슷썬다."
445,5,"끓는 육수에 표고버섯, 애호박을 넣고 끓으면 두부를 넣어 더 끓인후, 청고추, 홍고추, 대파, 다진 마늘, 참기름을 넣는다."
446,1,"깻잎은 잘 씻어 소금물(물 4컵, 소금 1.5큰술)에 절여 체에 밭쳐둔다."
446,2,"대파, 양파, 생강, 멸치, 액젓, 설탕, 물을 넣고 끓여 국물만 걸러 식혀서 사용한다."
446,3,고추는 반으로 갈라 씨를 털어낸 후 3cm 길이로 잘라서 사용하고 모든 재료는 곱게 채를 썬다.
446,4,잘 절여진 깻잎 여러장을 겹쳐 소를 넣고 돌돌 말은 후 통에 가진런히 담아 국물을 부은 후 냉장보관하여 먹는다.
447,1,무는 1cm x 3cm 정도로 썰어 굵은 소금에 1시간정도 절인다. 썰고 남은 자투리는 버리지 않는다.
447,2,붉은 갓은 무와 같은 길이로 썰어 씻어둔다.
447,3,절인 무는 씻은 다음 물기를 빼 놓는다.
447,4,물 2.5리터를 미리 준비한다.
447,5,"배 1/4개, 양파, 마늘, 생강, 자투리 무를 물 약간과 함께 넣고 믹서에 곱게 간다."
